word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
24336,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",Mygz sa lahat ng nagmamahal,lahat,FIL,,TRUE,,,,
24337,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",sa lahat ng nagmamahal at,ng,FIL,,TRUE,,,,
24338,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",lahat ng nagmamahal at sumuporta,nagmamahal,FIL,,TRUE,,,,
24339,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",ng nagmamahal at sumuporta sa,at,FIL,,TRUE,,,,
24340,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",nagmamahal at sumuporta sa YouTube,sumuporta,FIL,,TRUE,,,,
24341,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",at sumuporta sa YouTube channel,sa,FIL,,TRUE,,,,
24342,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",sumuporta sa YouTube channel nila,YouTube,ENG,NE,TRUE,,,,
24343,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",sa YouTube channel nila ni,channel,ENG,,TRUE,,,,
24344,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",YouTube channel nila ni Mahal,nila,FIL,,TRUE,,,,
24345,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",channel nila ni Mahal na,ni,FIL,,TRUE,,,,
24346,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",nila ni Mahal na naging,Mahal,UNK,NE,FALSE,FIL,NE,,names are language-independent.
24347,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",ni Mahal na naging daan,na,FIL,,TRUE,,,,
24348,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",Mahal na naging daan para,naging,FIL,,TRUE,,,,
24349,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",na naging daan para mas,daan,FIL,,TRUE,,,,
24350,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",naging daan para mas lumalim,para,FIL,,TRUE,,,,
24351,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",daan para mas lumalim pa,mas,FIL,,TRUE,,,,
24352,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",para mas lumalim pa ang,lumalim,FIL,,TRUE,,,,
24353,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",mas lumalim pa ang kanilang,pa,FIL,,TRUE,,,,
24354,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",lumalim pa ang kanilang espesyal,ang,FIL,,TRUE,,,,
24355,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",pa ang kanilang espesyal na,kanilang,FIL,,TRUE,,,,
24356,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",ang kanilang espesyal na relasyon,espesyal,FIL,,TRUE,,,,
24357,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",kanilang espesyal na relasyon .,na,FIL,,TRUE,,,,
24358,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",espesyal na relasyon .,relasyon,FIL,,TRUE,,,,
24359,1508,"Mygz tinupad ang munting hiling ni Mura Samantala , todo rin ang pasasalamat si Mygz sa lahat ng nagmamahal at sumuporta sa YouTube channel nila ni Mahal na naging daan para mas lumalim pa ang kanilang espesyal na relasyon .",na relasyon .,.,SYM,,TRUE,,,TRUE,
24360,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",sa mga nag,sa,FIL,,TRUE,,,,
24361,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",sa mga nag vote,mga,FIL,,TRUE,,,,
24362,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",sa mga nag vote sakin,nag,FIL,,TRUE,,,,"nag” is a Filipino prefix attached to an English word , correctly labeled as FIL."
24363,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",mga nag vote sakin as,vote,ENG,,TRUE,,,,
24364,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",nag vote sakin as secretary,sakin,FIL,,TRUE,,,TRUE,sa akin
24365,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg","vote sakin as secretary ,",as,ENG,,TRUE,,,,
24366,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg","sakin as secretary , ang",secretary,ENG,,TRUE,,,,
24367,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg","as secretary , ang papanget",",",SYM,,TRUE,,,,
24368,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg","secretary , ang papanget nyo",ang,FIL,,TRUE,,,,
24369,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",", ang papanget nyo kabondingg",papanget,FIL,,TRUE,,,,
24370,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",ang papanget nyo kabondingg,nyo,FIL,,TRUE,,,,
24371,1509,"sa mga nag vote sakin as secretary , ang papanget nyo kabondingg",papanget nyo kabondingg,kabondingg,FIL,,TRUE,,,TRUE,Wrong spelling
24372,1513,Magwakas na kaya ang kanilang paghahanap ?,Magwakas na kaya,Magwakas,FIL,,TRUE,,,,
24373,1513,Magwakas na kaya ang kanilang paghahanap ?,Magwakas na kaya ang,na,FIL,,TRUE,,,,
24374,1513,Magwakas na kaya ang kanilang paghahanap ?,Magwakas na kaya ang kanilang,kaya,FIL,,TRUE,,,,
24375,1513,Magwakas na kaya ang kanilang paghahanap ?,na kaya ang kanilang paghahanap,ang,FIL,,TRUE,,,,
24376,1513,Magwakas na kaya ang kanilang paghahanap ?,kaya ang kanilang paghahanap ?,kanilang,FIL,,TRUE,,,,
24377,1513,Magwakas na kaya ang kanilang paghahanap ?,ang kanilang paghahanap ?,paghahanap,FIL,,TRUE,,,,
24378,1513,Magwakas na kaya ang kanilang paghahanap ?,kanilang paghahanap ?,?,SYM,,TRUE,,,,
24379,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","""  Huwag","""",SYM,,TRUE,,,,
24380,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","""  Huwag kang",,SYM,,TRUE,,,,
24381,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","""  Huwag kang gumawa",Huwag,FIL,,TRUE,,,,
24382,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .", Huwag kang gumawa ng,kang,FIL,,TRUE,,,,
24383,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",Huwag kang gumawa ng iskandalo,gumawa,FIL,,TRUE,,,,
24384,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",kang gumawa ng iskandalo rito,ng,FIL,,TRUE,,,,
24385,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","gumawa ng iskandalo rito ,",iskandalo,FIL,,TRUE,,,,
24386,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","ng iskandalo rito , """,rito,FIL,,TRUE,,,,
24387,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","iskandalo rito , "" ",",",SYM,,TRUE,,,,
24388,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","rito , ""  ani","""",SYM,,TRUE,,,,
24389,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",", ""  ani Vida",,SYM,,TRUE,,,,
24390,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .","""  ani Vida kay",ani,FIL,,TRUE,,,,
24391,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .", ani Vida kay Maria,Vida,UNK,NE,TRUE,,,,
24392,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",ani Vida kay Maria .,kay,FIL,,TRUE,,,,
24393,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",Vida kay Maria .,Maria,UNK,NE,TRUE,,,,
24394,1514,"""  Huwag kang gumawa ng iskandalo rito , ""  ani Vida kay Maria .",kay Maria .,.,SYM,,TRUE,,,,
24395,1515,hamada asahi ang tatapos ng aking bohai,hamada asahi ang,hamada,UNK,NE,TRUE,,,,
24396,1515,hamada asahi ang tatapos ng aking bohai,hamada asahi ang tatapos,asahi,UNK,NE,TRUE,,,,
24397,1515,hamada asahi ang tatapos ng aking bohai,hamada asahi ang tatapos ng,ang,FIL,,TRUE,,,,
24398,1515,hamada asahi ang tatapos ng aking bohai,asahi ang tatapos ng aking,tatapos,FIL,,TRUE,,,,
24399,1515,hamada asahi ang tatapos ng aking bohai,ang tatapos ng aking bohai,ng,FIL,,TRUE,,,,
24400,1515,hamada asahi ang tatapos ng aking bohai,tatapos ng aking bohai,aking,FIL,,TRUE,,,,
24401,1515,hamada asahi ang tatapos ng aking bohai,ng aking bohai,bohai,FIL,,TRUE,,,TRUE,buhay
24402,1516,Iba na ang mayaman talaga .,Iba na ang,Iba,FIL,,TRUE,,,,
24403,1516,Iba na ang mayaman talaga .,Iba na ang mayaman,na,FIL,,TRUE,,,,
24404,1516,Iba na ang mayaman talaga .,Iba na ang mayaman talaga,ang,FIL,,TRUE,,,,
24405,1516,Iba na ang mayaman talaga .,na ang mayaman talaga .,mayaman,FIL,,TRUE,,,,
24406,1516,Iba na ang mayaman talaga .,ang mayaman talaga .,talaga,FIL,,TRUE,,,,
24407,1516,Iba na ang mayaman talaga .,mayaman talaga .,.,SYM,,TRUE,,,,
24408,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",Kung mangamatay siguro,Kung,FIL,,TRUE,,,,
24409,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",Kung mangamatay siguro ang,mangamatay,FIL,,TRUE,,,,
24410,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",Kung mangamatay siguro ang mga,siguro,FIL,,TRUE,,,,
24411,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",mangamatay siguro ang mga igat,ang,FIL,,TRUE,,,,
24412,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka","siguro ang mga igat ,",mga,FIL,,TRUE,,,,
24413,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka","ang mga igat , mauna",igat,FIL,,TRUE,,,,"""eel"""
24414,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka","mga igat , mauna jud",",",SYM,,TRUE,,,,
24415,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka","igat , mauna jud ka",mauna,FIL,,TRUE,,,,
24416,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",", mauna jud ka",jud,FIL,,TRUE,,,,gyud / gayud
24417,1517,"Kung mangamatay siguro ang mga igat , mauna jud ka",mauna jud ka,ka,FIL,,TRUE,,,,
24418,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",Ayon sa Pangulo,Ayon,FIL,,TRUE,,,,
24419,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .","Ayon sa Pangulo ,",sa,FIL,,TRUE,,,,
24420,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .","Ayon sa Pangulo , kapag",Pangulo,FIL,,TRUE,,,,
24421,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .","sa Pangulo , kapag malaki",",",SYM,,TRUE,,,,
24422,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .","Pangulo , kapag malaki ang",kapag,FIL,,TRUE,,,,
24423,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",", kapag malaki ang supply",malaki,FIL,,TRUE,,,,
24424,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",kapag malaki ang supply ng,ang,FIL,,TRUE,,,,
24425,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",malaki ang supply ng COVID,supply,ENG,,TRUE,,,,
24426,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",ang supply ng COVID vaccine,ng,FIL,,TRUE,,,,
24427,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",supply ng COVID vaccine sa,COVID,ENG,NE,FALSE,ENG,ABB_NE,,
24428,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",ng COVID vaccine sa susunod,vaccine,ENG,,TRUE,,,,
24429,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",COVID vaccine sa susunod na,sa,FIL,,TRUE,,,,
24430,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",vaccine sa susunod na buwan,susunod,FIL,,TRUE,,,,
24431,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",sa susunod na buwan ay,na,FIL,,TRUE,,,,
24432,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",susunod na buwan ay maaaring,buwan,FIL,,TRUE,,,,
24433,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",na buwan ay maaaring palawigin,ay,FIL,,TRUE,,,,
24434,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",buwan ay maaaring palawigin na,maaaring,FIL,,TRUE,,,,
24435,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",ay maaaring palawigin na ang,palawigin,FIL,,TRUE,,,,
24436,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",maaaring palawigin na ang vaccination,na,FIL,,TRUE,,,,
24437,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",palawigin na ang vaccination roll-out,ang,FIL,,TRUE,,,,
24438,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",na ang vaccination roll-out sa,vaccination,ENG,,TRUE,,,,
24439,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",ang vaccination roll-out sa general,roll-out,ENG,,TRUE,,,,
24440,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",vaccination roll-out sa general population,sa,FIL,,TRUE,,,,
24441,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",roll-out sa general population .,general,ENG,,TRUE,,,,
24442,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",sa general population .,population,ENG,,TRUE,,,,
24443,1519,"Ayon sa Pangulo , kapag malaki ang supply ng COVID vaccine sa susunod na buwan ay maaaring palawigin na ang vaccination roll-out sa general population .",general population .,.,SYM,,TRUE,,,,
24444,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,Heograpiya Ang kabuuang,Heograpiya,FIL,,TRUE,,,,
24445,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,Heograpiya Ang kabuuang sukat,Ang,FIL,,TRUE,,,,
24446,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,Heograpiya Ang kabuuang sukat ng,kabuuang,FIL,,TRUE,,,,
24447,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,Ang kabuuang sukat ng Cotabato,sukat,FIL,,TRUE,,,,
24448,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,kabuuang sukat ng Cotabato ay,ng,FIL,,TRUE,,,,
24449,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,sukat ng Cotabato ay kilometro,Cotabato,FIL,NE,TRUE,,,,“Cotabato” is derived from Maguindanaon
24450,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,ng Cotabato ay kilometro parisukat,ay,FIL,,TRUE,,,,
24451,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,Cotabato ay kilometro parisukat .,kilometro,FIL,,TRUE,,,,
24452,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,ay kilometro parisukat .,parisukat,FIL,,TRUE,,,,
24453,1520,Heograpiya Ang kabuuang sukat ng Cotabato ay kilometro parisukat .,kilometro parisukat .,.,SYM,,TRUE,,,,
24454,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",Kinilala nilang lahat,Kinilala,FIL,,TRUE,,,,
24455,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",Kinilala nilang lahat na,nilang,FIL,,TRUE,,,,
24456,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",Kinilala nilang lahat na sila,lahat,FIL,,TRUE,,,,
24457,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",nilang lahat na sila ay,na,FIL,,TRUE,,,,
24458,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",lahat na sila ay mga,sila,FIL,,TRUE,,,,
24459,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",na sila ay mga mananampalataya,ay,FIL,,TRUE,,,,
24460,1521,"Kinilala nilang lahat na sila ay mga mananampalataya ng Panginoong Jesus , na sila ay naging mga disipulo ng Panginoong Jesus .",sila ay mga mananampalataya ng,mga,FIL,,TRUE,,,,
